m/z	I	S/N	Res.	A %	
655.14610	2811291	7.0	246137	4.6	
655.16151	4410784	12.0	198675	10.0	
655.16736	2625954	6.4	222851	4.9	
655.17831	3521958	9.2	243556	6.0	
655.18246	4840871	13.3	215215	10.5	
655.19749	5553581	15.6	189547	13.5	
655.20327	4939183	13.7	182804	12.4	
655.21837	5989812	16.9	217038	12.8	
655.23406	2704825	6.7	194443	5.6	
655.23937	3691963	9.7	209246	8.0	
656.22180	2807560	7.0	239048	4.8	
657.16140	3244103	8.3	216943	6.2	
657.17688	5617740	15.8	216474	12.0	
657.18239	2651214	6.5	214784	4.7	
657.19377	2955346	7.4	229874	4.7	
657.19786	5034067	13.9	211850	11.9	
657.21305	4515928	12.3	207659	10.0	
657.21880	3551322	9.3	204804	7.5	
657.23407	5464159	15.3	217365	12.8	
659.15617	2749162	6.8	230579	5.1	
659.17718	4401906	12.0	198586	10.5	
659.19231	4074231	10.9	203338	8.9	
659.19810	4387577	11.9	187992	10.7	
659.20929	2919164	7.3	297297	4.1	
659.21329	6171390	17.5	213921	14.3	
659.22898	3625731	9.5	219714	7.1	
659.23426	4121349	11.1	205848	8.5	
659.24967	4426506	12.0	201885	9.6	
660.21699	2930769	7.4	153312	6.5	
661.17196	5051797	14.0	199277	12.0	
661.19238	5232028	14.6	215461	12.7	
661.20787	4140449	11.1	213868	9.0	
661.21424	3570083	9.4	172295	9.2	
661.22910	5397928	15.1	220440	11.4	
663.17188	2816056	7.0	235848	4.6	
663.18714	5199934	14.5	210908	11.4	
663.20832	6066245	17.2	193786	16.2	
663.22383	4804682	13.2	171272	13.1	
663.24456	3541073	9.3	230411	6.4	
663.26028	2657366	6.5	228761	4.8	
665.16674	3543770	9.3	220437	6.9	
665.18273	3217119	8.2	209052	6.6	
665.18741	4197089	11.3	209468	9.5	
665.19881	3128036	8.0	263611	4.9	
665.20297	5755622	16.2	211192	13.4	
665.21904	2968299	7.5	209266	6.1	
665.22391	6591213	18.8	198924	15.7	
665.23899	4418290	12.0	201633	10.9	
666.22717	2854975	7.1	140506	7.5	
667.16114	3239290	8.3	193930	7.1	
667.16673	2675068	6.6	228741	4.8	
667.18223	4050305	10.9	251022	7.1	
667.19797	3619206	9.5	177356	8.7	
667.20310	4808072	13.2	195665	11.5	
667.21478	3798412	10.1	264457	6.8	
667.21858	4801934	13.2	237610	9.6	
667.23914	4201876	11.3	181900	10.8	
669.16124	3495963	9.1	222780	7.3	
669.17701	3511329	9.2	169834	9.0	
669.18259	2970659	7.5	200783	7.2	
669.19768	5937192	16.8	207530	13.9	
669.21287	2897965	7.2	200374	6.0	
669.21888	3282991	8.5	210621	6.4	
669.23404	5464116	15.3	210831	12.2	
669.25510	3198011	8.2	184289	7.3	
671.17729	4291266	11.6	215244	9.1	
671.18866	3101381	7.9	275498	4.7	
671.19282	3181255	8.1	238179	5.7	
671.19825	3015369	7.6	211215	5.9	
671.21308	6132430	17.4	200614	14.9	
671.23405	3560148	9.3	195598	8.6	
671.24943	3805914	10.1	197688	8.8	
673.15612	2587994	6.3	188398	4.7	
673.17174	3620191	9.5	224344	7.5	
673.19265	4922727	13.6	215157	11.5	
673.20396	3253610	8.4	246306	6.0	
673.20818	4275564	11.6	226617	8.7	
673.21360	4744558	13.0	183831	12.2	
673.22894	5485939	15.3	210825	12.6	
673.24433	2926968	7.3	209154	5.7	
674.21657	2862782	7.1	169635	7.2	
675.17204	2609151	6.3	232868	4.6	
675.18699	3457028	9.0	256725	5.9	
675.20412	3078153	7.8	273289	4.9	
675.20815	5341195	14.9	227591	11.6	
675.22393	3590160	9.4	224560	7.5	
675.24452	3561495	9.3	194991	8.9	
677.16647	4074139	10.9	218067	8.1	
677.18263	2960032	7.4	161240	6.4	
677.18750	4678306	12.8	198290	11.7	
677.20292	4080295	10.9	222584	8.6	
677.20919	2632873	6.4	165009	6.3	
677.22395	4516526	12.3	201144	10.4	
677.23952	2959027	7.4	189461	7.3	
679.16196	3043639	7.7	196381	6.7	
679.17818	2651452	6.5	254060	4.4	
679.18242	3456318	9.0	236399	6.7	
679.19817	3543363	9.3	169658	9.2	
679.20329	3267908	8.4	210226	6.6	
679.21457	3145032	8.0	228466	5.3	
679.21856	5559626	15.6	213882	12.7	
679.23966	3337553	8.6	208781	7.3	
681.19365	2807774	7.0	272264	4.7	
681.19762	3491807	9.1	250544	6.6	
681.21346	4142052	11.1	175973	10.8	
681.21894	4224998	11.4	224191	9.0	
681.23410	5416940	15.1	219695	11.4	
681.25553	2593779	6.3	191046	6.0	
683.17687	4006516	10.6	222380	8.3	
683.19281	3766905	9.9	203419	8.6	
683.19826	2795131	6.9	210834	5.6	
683.21335	4682368	12.7	219131	10.1	
683.23439	3857031	10.2	210647	8.8	
683.24963	3400332	8.7	245267	6.4	
685.17213	2743565	6.7	152079	6.2	
685.19259	3765524	9.9	224710	7.8	
685.20413	2600216	6.3	269561	4.0	
685.20824	3034394	7.6	213596	6.4	
685.22903	5559585	15.5	200672	13.7	
687.17291	2837416	7.0	194699	6.3	
687.18747	3590061	9.3	238288	6.9	
687.19341	2800559	6.9	180086	6.6	
687.20805	4736948	12.9	195402	11.9	
687.22377	2742201	6.7	236006	5.1	
687.22913	3173307	8.0	206458	6.8	
687.24445	3801024	10.0	245463	7.1	
689.18767	3523142	9.1	236309	7.1	
689.20293	4334155	11.6	208358	10.0	
689.20933	3277390	8.4	210121	7.1	
689.21902	3740241	9.8	206576	8.0	
689.22397	4872787	13.3	203163	11.3	
689.23937	3816024	10.0	200126	9.2	
689.25994	3013214	7.5	191257	7.1	
691.18225	4465885	12.0	218463	9.8	
691.19893	3316963	8.5	194762	8.1	
691.20352	4781284	13.0	210748	11.4	
691.21057	3049703	7.6	135841	8.6	
691.21871	4418793	11.9	202705	10.7	
691.23955	4644080	12.6	208456	11.0	
693.19769	4736890	12.9	222951	10.6	
693.21896	3590017	9.3	229771	7.2	
693.23402	4632454	12.6	195011	13.0	
693.25506	3136397	7.9	197580	7.2	
695.17679	4039178	10.7	201509	8.6	
695.19271	4014608	10.6	212606	8.9	
695.19829	2945554	7.3	245209	5.2	
695.21347	4362775	11.7	229146	9.5	
695.23457	4538910	12.3	199327	11.4	
695.24964	3592738	9.3	219702	8.0	
696.20050	2712413	6.6	250086	4.5	
697.19285	3308710	8.4	242473	6.0	
697.20774	3964075	10.5	231094	8.2	
697.21325	2962605	7.4	223339	5.8	
697.21782	2726062	6.6	160957	6.0	
697.22882	5102770	14.0	219417	12.2	
697.26474	3353790	8.6	203537	7.8	
698.23228	2890238	7.1	152853	8.5	
699.18759	2901818	7.2	228512	5.7	
699.20425	3196735	8.1	275791	4.9	
699.20837	3921729	10.3	253443	7.5	
699.22990	3354440	8.6	200634	7.6	
699.24438	5465933	15.2	212975	12.5	
701.16661	3437000	8.8	218387	6.6	
701.19869	2937298	7.3	213991	6.4	
701.20282	3471828	8.9	238855	7.0	
701.20857	2923990	7.2	192265	6.9	
701.22387	5648859	15.7	208473	14.1	
701.23917	3279328	8.3	241572	6.3	
701.26043	3416551	8.8	212049	6.5	
703.18226	3902561	10.3	238185	7.6	
703.20345	3972200	10.5	198563	10.4	
703.21422	2899051	7.2	234728	6.1	
703.21850	3925101	10.4	206840	9.2	
703.22429	5168239	14.2	197888	13.0	
703.23958	5096564	14.0	220266	11.3	
704.22773	2642362	6.4	233158	4.5	
705.16159	2596589	6.2	248876	4.5	
705.19760	3952377	10.4	247761	7.4	
705.21898	5592832	15.5	205479	13.9	
705.23428	3079941	7.7	243719	5.9	
705.25504	3936012	10.4	217422	9.0	
707.19811	3148172	7.9	223357	6.8	
707.20948	3520912	9.1	252030	6.6	
707.21383	3168657	8.0	187471	7.7	
707.22502	3065237	7.7	159966	9.7	
707.23441	4786584	13.0	194259	11.8	
707.24975	3422621	8.8	221752	7.7	
709.19266	4684828	12.7	191189	12.0	
709.21376	3773475	9.9	237611	7.6	
709.22475	2722854	6.6	241111	5.0	
709.22906	4607016	12.5	212689	10.7	
711.20829	5342898	14.8	206897	13.1	
711.22945	3763897	9.8	188003	9.7	
711.24059	3030717	7.6	247593	5.1	
711.24477	3782334	9.9	219138	8.9	
713.18763	3602748	9.3	229568	8.2	
713.20301	3778881	9.9	190924	9.3	
713.20853	3490115	9.0	152751	9.6	
713.22382	4247880	11.3	225843	9.5	
713.24518	3344718	8.5	211324	7.3	
713.26027	3109204	7.8	224953	5.8	
715.18227	2816969	6.9	237444	5.2	
715.20318	3541968	9.2	214569	8.1	
715.21851	3988437	10.5	199707	10.0	
715.23930	4486108	12.1	200461	11.4	
715.27571	2667496	6.4	183980	5.1	
717.16129	2737745	6.6	236415	4.8	
717.19763	3262045	8.3	240342	6.1	
717.21912	3901028	10.3	217984	9.1	
717.23014	2854504	7.0	271125	4.7	
717.23427	2944617	7.3	272108	5.1	
717.25500	2842224	7.0	243974	5.1	
719.17694	2896101	7.1	241252	5.4	
719.19798	4083948	10.8	199755	9.9	
719.21336	4493553	12.1	217858	10.4	
719.23441	4600056	12.4	191575	13.0	
720.20078	3044915	7.6	179850	7.8	
720.23771	3040831	7.6	161655	8.8	
721.19244	3844983	10.1	186071	11.4	
721.21394	4027262	10.7	175718	11.6	
721.22866	2868099	7.1	250061	5.7	
721.25043	4287370	11.5	159315	12.9	
722.25379	2890961	7.1	194152	6.1	
723.20849	3773961	9.9	207104	10.8	
723.22945	2817552	6.9	239105	5.7	
723.24459	3950101	10.4	222837	7.7	
723.28064	2625056	6.3	180204	5.8	
725.18726	3684494	9.6	196877	9.1	
725.20876	3571861	9.2	195709	8.7	
725.22370	3623066	9.4	212906	8.9	
725.24494	3487905	9.0	180638	8.8	
725.26015	3606694	9.3	207168	8.1	
727.20334	3125022	7.8	185881	8.6	
727.22470	3384101	8.6	169284	10.1	
727.23959	4598570	12.4	179681	14.3	
729.21883	4640174	12.6	214839	11.7	
729.23393	3777971	9.9	184594	10.4	
729.25478	3296697	8.4	187964	7.6	
730.20015	2782957	6.7	170955	7.9	
731.17694	2672682	6.4	239397	4.8	
731.19784	3547185	9.1	209734	8.4	
731.21312	3504182	8.9	196711	8.7	
731.23412	4253757	11.2	152040	11.7	
731.24955	3414081	8.6	202603	8.5	
731.27022	2956360	7.2	173174	8.0	
733.21399	5198527	14.1	178004	15.6	
733.23471	3869382	10.0	200046	10.0	
733.24988	3588811	9.2	182863	10.4	
735.20820	4355397	11.5	213576	11.8	
735.22885	4959564	13.4	167897	15.2	
735.24467	3302737	8.3	224036	7.7	
737.18787	3240902	8.1	126170	12.2	
737.22356	3659730	9.4	206483	8.8	
737.24478	3768281	9.7	186657	10.7	
737.26042	4177886	11.0	180709	11.4	
739.20314	3318354	8.3	154560	8.9	
739.22457	2921049	7.1	197177	7.2	
739.23959	4805214	12.9	162197	16.2	
739.26079	3381861	8.5	182943	8.7	
741.21859	4265182	11.3	187704	12.0	
741.24014	2742501	6.6	193207	6.5	
741.25570	3493098	8.9	111195	12.7	
743.17761	2953046	7.2	175947	7.8	
743.21297	3284833	8.2	158421	10.0	
743.23423	5111656	13.9	181327	14.9	
743.27130	3391348	8.6	163086	10.6	
745.19269	3305952	8.3	221505	7.2	
745.21409	3926502	10.2	184369	10.7	
745.23042	3240940	8.1	147119	8.9	
745.25023	4934130	13.3	178523	14.9	
745.26516	2757111	6.6	209599	5.6	
747.20850	3683433	9.5	159259	12.2	
747.22909	4623472	12.3	157176	17.0	
747.24077	2854003	6.9	231940	6.0	
747.26578	3042427	7.5	131083	8.7	
749.20925	3106540	7.7	173238	8.0	
749.22362	4173553	11.0	172317	13.5	
749.23125	2781940	6.7	136839	7.9	
749.24523	2981624	7.3	211363	8.0	
749.26058	2768637	6.6	127516	7.6	
751.20321	4528494	12.1	177312	14.0	
751.23924	3031417	7.4	212647	6.9	
751.26095	3352960	8.4	195339	8.3	
753.18232	2978793	7.3	182126	7.5	
753.21909	3871733	10.0	169529	12.5	
753.23984	2756603	6.6	130216	7.9	
753.25514	3466240	8.8	181484	9.9	
755.23469	3522171	9.0	167683	11.3	
755.27061	2963079	7.2	177634	8.6	
757.21359	3449077	8.7	168811	9.4	
759.17140	2776936	6.7	171301	7.6	
759.22921	3588986	9.2	184895	10.2	
759.24026	2725758	6.5	187413	6.7	
759.26562	3099526	7.6	152985	7.8	
761.18781	3337708	8.4	175109	10.2	
761.22396	3442168	8.7	164442	10.8	
761.24450	3425791	8.6	145677	9.7	
761.26061	3716612	9.5	181374	11.1	
763.20312	2736240	6.5	218225	5.9	
763.22465	2706551	6.4	171579	7.6	
763.23919	3088508	7.6	206806	6.9	
765.25522	2766591	6.6	196531	7.3	
767.23471	3257718	8.1	172541	10.1	
769.24982	3888119	10.1	145411	14.2	
771.22926	3199597	7.9	186136	8.2	
773.22351	3904743	10.1	177962	12.6	
773.24524	3241198	8.1	150439	9.2	
777.24009	2713057	6.4	180812	7.5	
777.25503	3080678	7.6	182549	8.2	
779.23345	2908249	7.0	142374	8.8	
781.22368	2649806	6.2	147899	8.8	
781.24971	3696343	9.5	184268	9.9	
783.22904	2873672	6.9	197495	7.5	
783.24998	2801999	6.7	159749	9.7	
787.24511	2785852	6.5	135545	10.2	
787.25949	3077185	7.4	125089	11.9	
789.23903	2863281	6.8	193100	6.6	
