m/z	I	S/N	Res.	A %	I %	
399.11434	2909230	10.0	372518	0.4	0.5	
399.12965	4838449	18.0	335982	0.8	0.8	
399.14498	3055668	10.6	368948	0.4	0.5	
399.27526	2607185	8.8	313311	0.4	0.4	
401.01507	5152207	19.2	330520	0.9	0.9	
401.05141	11855319	46.8	320800	2.2	2.0	
401.07259	3226076	11.3	330685	0.5	0.5	
401.08782	8115679	31.4	322562	1.5	1.4	
401.09128	2758112	9.4	307094	0.4	0.5	
401.10890	4386276	16.1	332917	0.7	0.7	
401.12420	10229223	40.1	335447	1.8	1.7	
401.16058	3742191	13.5	326862	0.6	0.6	
402.05476	3179190	11.1	376009	0.4	0.5	
403.03067	6684561	25.5	344139	1.2	1.1	
403.05517	2727830	9.3	284521	0.5	0.5	
403.06706	9578392	37.4	333266	1.7	1.6	
403.07052	3310489	11.7	280079	0.7	0.6	
403.08827	3880861	14.0	351882	0.6	0.7	
403.10349	16172961	64.5	316726	3.2	2.7	
403.13985	8009641	31.0	337279	1.4	1.3	
403.21596	4642746	17.2	356860	0.7	0.8	
404.10685	3691651	13.2	328849	0.6	0.6	
405.04634	22661464	91.2	309073	4.7	3.8	
405.08271	19851616	79.7	308939	4.3	3.3	
405.11911	15985001	63.8	319318	3.1	2.7	
405.15559	4462962	16.4	333989	0.7	0.7	
405.23154	2756995	9.4	363934	0.4	0.5	
406.04959	3320383	11.7	337910	0.5	0.6	
406.08606	4024903	14.6	306995	0.7	0.7	
406.12246	4170319	15.2	335699	0.7	0.7	
407.02556	6695712	25.6	336968	1.2	1.1	
407.06199	37268264	151.2	315015	7.6	6.3	
407.09838	17025842	68.0	310144	3.5	2.9	
407.13475	11094841	43.7	315201	2.2	1.9	
407.17123	2604866	8.8	364852	0.4	0.4	
407.24721	3018580	10.5	314537	0.5	0.5	
408.06532	6949907	26.6	312237	1.3	1.2	
408.10170	3673115	13.2	325697	0.6	0.6	
408.13826	2501668	8.3	389221	0.3	0.4	
409.04118	5340408	20.0	331666	0.9	0.9	
409.06576	3335422	11.8	342466	0.5	0.6	
409.07764	14638337	58.2	314734	2.9	2.5	
409.11404	17927434	71.7	311556	3.7	3.0	
409.15043	6180114	23.5	323188	1.1	1.0	
409.19016	3512603	12.5	356349	0.5	0.6	
410.08112	2652655	9.0	322430	0.4	0.4	
410.11736	3215863	11.3	369392	0.5	0.5	
410.99936	6811339	25.8	315729	1.2	1.1	
411.03575	2962131	10.1	334409	0.4	0.5	
411.05689	9043672	34.9	318919	1.7	1.5	
411.07201	2923228	10.0	325891	0.5	0.5	
411.07559	3031773	10.4	313115	0.5	0.5	
411.09328	30461664	122.1	306986	6.4	5.1	
411.10848	4579045	16.7	317200	0.9	0.8	
411.11434	2589926	8.6	278825	0.5	0.4	
411.12965	7325418	27.9	327441	1.3	1.2	
412.09660	6025172	22.6	329896	1.1	1.0	
413.01509	3827892	13.7	328431	0.6	0.6	
413.03607	2770105	9.4	346076	0.4	0.5	
413.05133	5816509	21.8	295300	1.1	1.0	
413.07253	7475394	28.5	324184	1.3	1.3	
413.08778	5130438	19.0	295347	1.0	0.9	
413.09115	9593030	37.1	303381	1.9	1.6	
413.10898	6123723	23.0	326057	1.1	1.0	
413.12410	3677390	13.1	311248	0.6	0.6	
413.13012	7999696	30.7	313069	1.5	1.3	
413.14533	3270867	11.4	296887	0.6	0.5	
413.25448	7545070	28.8	318879	1.4	1.3	
414.95242	3072659	10.6	354368	0.4	0.5	
415.03061	4530854	16.5	349214	0.7	0.8	
415.06710	9802415	38.0	314465	1.9	1.6	
415.07047	3161776	11.0	295095	0.6	0.5	
415.08820	15807156	62.5	313090	3.2	2.7	
415.10352	7191224	27.4	329640	1.3	1.2	
415.12458	2978494	10.2	341617	0.5	0.5	
415.13986	14308033	56.3	312139	2.9	2.4	
416.09162	3003313	10.3	335385	0.4	0.5	
416.14326	3366846	11.8	318070	0.5	0.6	
417.04633	8426658	32.4	295960	1.8	1.4	
417.07274	3364009	11.8	309014	0.6	0.6	
417.08276	10458284	40.7	318267	2.0	1.8	
417.08616	2628781	8.8	236179	0.5	0.4	
417.10393	3445937	12.1	330443	0.6	0.6	
417.11913	10441909	40.6	315271	2.0	1.8	
417.15549	26039486	104.1	305695	5.6	4.4	
418.08603	2585005	8.6	327116	0.4	0.4	
418.15889	6493632	24.5	297784	1.3	1.1	
418.95479	3175053	11.0	354277	0.5	0.5	
419.02556	6280863	23.7	322198	1.2	1.1	
419.02898	7990944	30.6	277279	1.8	1.3	
419.06199	9242281	35.7	312868	1.8	1.6	
419.09837	15152818	59.8	304551	3.2	2.5	
419.13479	14964412	59.0	306493	3.1	2.5	
419.16959	3671749	13.0	566143	0.4	0.6	
419.17116	38614724	155.3	308049	7.9	6.5	
419.17274	3380934	11.8	628825	0.4	0.6	
420.10187	2919352	10.0	357190	0.4	0.5	
420.13814	2880449	9.8	324455	0.5	0.5	
420.17452	9525195	36.9	317858	1.9	1.6	
421.04124	9676975	37.5	305618	1.9	1.6	
421.06576	3944629	14.1	292806	0.7	0.7	
421.07766	13801656	54.3	306297	3.0	2.3	
421.11402	21420226	85.3	299714	4.7	3.6	
421.15044	7796940	29.8	320219	1.5	1.3	
421.22659	15431904	60.9	313668	3.3	2.6	
422.08089	3358147	11.7	301491	0.6	0.6	
422.11733	4829644	17.7	311830	0.9	0.8	
422.22993	3305962	11.5	365429	0.5	0.6	
423.02059	3079870	10.6	306346	0.6	0.5	
423.05693	9247431	35.7	302345	1.9	1.6	
423.07553	2510541	8.3	330928	0.4	0.4	
423.09329	16497361	65.3	300967	3.5	2.8	
423.12965	12159707	47.6	308099	2.6	2.0	
423.24221	2807545	9.5	312809	0.4	0.5	
424.09668	3871712	13.8	343348	0.7	0.7	
424.13301	3120106	10.8	309082	0.5	0.5	
425.05118	2659556	8.9	312733	0.5	0.4	
425.07262	12123369	47.4	303555	2.5	2.0	
425.08772	2597101	8.6	388278	0.3	0.4	
425.10897	10415347	40.5	307494	2.1	1.7	
425.12999	5133561	19.0	288725	1.1	0.9	
425.14543	5264637	19.5	346198	0.9	0.9	
425.25784	9645340	37.3	311186	2.0	1.6	
427.03075	3595012	12.7	330688	0.6	0.6	
427.05194	3745546	13.3	331929	0.6	0.6	
427.06711	4263694	15.4	271495	0.9	0.7	
427.07047	14114575	55.5	296108	3.0	2.4	
427.08820	5433108	20.2	319881	1.1	0.9	
427.10344	4890392	18.0	304558	1.0	0.8	
427.12459	12963614	50.9	304595	2.7	2.2	
427.14566	3781412	13.5	320431	0.7	0.6	
428.12796	3053621	10.4	350589	0.5	0.5	
429.01011	3221804	11.1	318882	0.5	0.5	
429.03448	8659251	33.0	315944	1.9	1.5	
429.04631	5335350	19.6	327277	1.0	0.9	
429.08269	6164800	22.9	297631	1.3	1.0	
429.08599	3195201	11.0	282168	0.6	0.5	
429.10387	3612998	12.7	340605	0.6	0.6	
429.11915	5316939	19.5	293311	1.1	0.9	
429.12486	2770252	9.3	327164	0.4	0.5	
429.14012	2565457	8.4	318399	0.4	0.4	
431.02562	4463462	16.1	328453	0.8	0.7	
431.06200	7140209	26.9	290989	1.5	1.2	
431.08313	3262327	11.2	308271	0.5	0.5	
431.09839	9663355	37.1	311290	1.9	1.6	
431.11957	3568513	12.5	306847	0.6	0.6	
431.13476	11953029	46.3	295070	2.6	2.0	
433.04124	9434536	36.1	308266	1.9	1.6	
433.07761	13190579	51.3	304706	2.8	2.2	
433.11398	11101629	42.9	291147	2.6	1.9	
433.15041	15017416	58.6	302011	3.3	2.5	
434.08102	3397334	11.8	323585	0.6	0.6	
434.11739	3176160	10.9	313091	0.6	0.5	
434.15372	3721963	13.1	317652	0.7	0.6	
435.05695	14407666	56.2	295499	3.3	2.4	
435.09328	12044285	46.6	293006	2.6	2.0	
435.12973	7563272	28.6	305135	1.6	1.3	
435.16614	3054610	10.4	326792	0.5	0.5	
436.06012	3132696	10.7	290084	0.6	0.5	
436.09659	2593059	8.5	310060	0.4	0.4	
436.13308	2743598	9.1	316297	0.5	0.5	
437.03627	2818616	9.4	359251	0.5	0.5	
437.07257	10222147	39.3	288697	2.3	1.7	
437.09113	3691081	13.0	315934	0.7	0.6	
437.10896	32836174	130.5	285783	7.9	5.5	
437.14528	7946841	30.1	280786	1.8	1.3	
437.22145	4227695	15.1	340419	0.7	0.7	
438.11227	7224184	27.2	297835	1.6	1.2	
439.05182	4809872	17.5	260235	1.1	0.8	
439.07633	16723095	65.5	293626	3.9	2.8	
439.08817	10669211	41.1	298481	2.4	1.8	
439.10350	3252384	11.2	285876	0.6	0.5	
439.10680	6599841	24.7	291915	1.4	1.1	
439.12459	32214182	128.0	286660	7.9	5.4	
439.16110	3141809	10.7	285970	0.7	0.5	
440.07951	2836933	9.5	291609	0.5	0.5	
440.09167	3171784	10.9	313478	0.6	0.5	
440.12797	7054803	26.5	305592	1.5	1.2	
441.04641	3255016	11.2	313656	0.6	0.5	
441.06749	7540463	28.5	312846	1.6	1.3	
441.08280	4202227	15.0	288597	0.9	0.7	
441.08611	5517044	20.3	326006	1.0	0.9	
441.10390	7261946	27.4	310517	1.5	1.2	
441.11909	4126462	14.7	289938	0.8	0.7	
441.14008	2955013	10.0	343109	0.5	0.5	
441.16140	7683851	29.1	291212	1.7	1.3	
441.25276	17665830	69.3	290924	4.2	3.0	
442.25622	3504215	12.2	325712	0.6	0.6	
443.02567	5556546	20.5	306023	1.2	0.9	
443.06197	5527885	20.4	320798	1.1	0.9	
443.08314	4518228	16.3	323101	0.8	0.8	
443.09828	4843864	17.6	313992	1.0	0.8	
443.10175	12104025	46.9	298205	2.8	2.0	
443.11954	5192031	19.0	284987	1.1	0.9	
443.13476	4716899	17.1	319964	0.9	0.8	
443.19232	2841973	9.5	328510	0.5	0.5	
445.04119	6536109	24.4	282281	1.5	1.1	
445.06765	2834357	9.5	293034	0.5	0.5	
445.07768	7947192	30.1	290993	1.8	1.3	
445.11406	7586755	28.7	282327	1.7	1.3	
445.15032	3067854	10.4	261797	0.7	0.5	
447.02067	2893330	9.6	310596	0.5	0.5	
447.05697	13379101	51.5	287471	3.2	2.2	
447.06046	2989598	10.0	281119	0.6	0.5	
447.09332	12559912	48.2	285168	2.9	2.1	
447.12960	8152628	30.6	289146	1.8	1.4	
447.16606	3227199	11.0	275267	0.6	0.5	
448.06016	2988886	10.0	285691	0.6	0.5	
448.09685	2635618	8.6	319095	0.5	0.4	
449.03617	5824648	21.3	294577	1.2	1.0	
449.07258	11024531	42.1	285955	2.5	1.9	
449.10893	11258015	43.0	285839	2.6	1.9	
449.14534	10377386	39.5	282843	2.5	1.7	
449.26984	2884817	9.6	355570	0.5	0.5	
450.11234	2936282	9.8	314642	0.5	0.5	
451.05183	9157379	34.6	282916	2.1	1.5	
451.08821	11045647	42.2	298346	2.5	1.9	
451.10353	2609940	8.5	283097	0.5	0.4	
451.10684	3341077	11.4	321850	0.6	0.6	
451.12463	10791706	41.1	288208	2.5	1.8	
451.16097	6742822	25.0	306249	1.4	1.1	
451.28528	3160909	10.7	296097	0.6	0.5	
452.09169	2615373	8.5	287407	0.5	0.4	
452.12790	3020888	10.1	309881	0.5	0.5	
453.06750	6913412	25.7	282769	1.6	1.2	
453.08616	2795913	9.2	288783	0.5	0.5	
453.10389	10550671	40.2	287997	2.5	1.8	
453.11898	4062612	14.3	313006	0.7	0.7	
453.12511	5922198	21.7	286927	1.3	1.0	
453.14031	6172059	22.7	297520	1.3	1.0	
453.30101	5133774	18.6	297068	1.1	0.9	
453.58202	3660328	12.7	267900	0.8	0.6	
455.06199	4476930	15.9	285034	1.0	0.8	
455.08318	5046281	18.2	307768	1.0	0.8	
455.09843	5173261	18.7	289555	1.2	0.9	
455.10171	3643406	12.6	316790	0.7	0.6	
455.11943	5666836	20.7	303255	1.2	1.0	
455.13463	2499609	8.0	303495	0.4	0.4	
455.15600	4446240	15.8	302446	0.9	0.7	
455.31671	16015443	62.0	278064	4.1	2.7	
456.32000	4798871	17.2	299289	1.0	0.8	
457.04122	5988991	22.0	279297	1.4	1.0	
457.06220	2978438	10.0	299830	0.6	0.5	
457.07761	5886603	21.6	297422	1.3	1.0	
457.09887	3699346	12.8	299326	0.7	0.6	
457.11407	4016791	14.1	285683	0.9	0.7	
457.11996	2862745	9.5	315844	0.5	0.5	
457.13533	3390110	11.6	285776	0.7	0.6	
459.05689	6466829	23.9	291178	1.4	1.1	
459.09330	6434073	23.7	279640	1.5	1.1	
459.12968	5885220	21.6	280396	1.3	1.0	
459.13566	3012902	10.1	314267	0.6	0.5	
461.03616	4061074	14.3	299596	0.8	0.7	
461.07255	9537438	36.1	286617	2.4	1.6	
461.10891	10782634	41.1	277842	2.6	1.8	
461.13016	4337585	15.4	291816	0.9	0.7	
461.14536	5320630	19.3	270424	1.3	0.9	
462.07600	2531558	8.2	253693	0.5	0.4	
463.05179	7047719	26.2	274046	1.7	1.2	
463.06712	3695148	12.8	307910	0.7	0.6	
463.08816	22604338	88.3	275793	6.1	3.8	
463.12458	6396479	23.6	283976	1.5	1.1	
463.16086	4012618	14.1	313291	0.8	0.7	
464.09153	5006205	18.0	304695	1.1	0.8	
465.06746	12168382	46.6	268281	3.1	2.0	
465.10388	9657546	36.6	266400	2.4	1.6	
465.14025	10439894	39.7	284360	2.5	1.8	
466.07074	2755082	9.1	285302	0.5	0.5	
466.14371	2521634	8.1	291800	0.5	0.4	
467.04687	4384590	15.4	285006	1.0	0.7	
467.08310	10678105	40.2	261434	2.9	1.8	
467.09824	2714463	8.8	260219	0.6	0.5	
467.10174	6557536	23.9	278769	1.6	1.1	
467.11953	9572198	35.8	269829	2.4	1.6	
467.15591	16027506	61.3	275828	4.1	2.7	
468.15921	4489407	15.8	268893	1.1	0.8	
469.06240	3824107	13.2	311341	0.7	0.6	
469.07766	2982384	9.8	269436	0.7	0.5	
469.09874	5282295	18.9	302285	1.1	0.9	
469.11402	4594172	16.2	293337	1.0	0.8	
469.11735	3729917	12.8	278984	0.8	0.6	
469.13509	3826179	13.2	292811	0.8	0.6	
469.28409	3138101	10.5	311893	0.5	0.5	
469.29591	8921657	33.3	263158	2.4	1.5	
470.29930	2969479	9.8	309255	0.6	0.5	
471.05696	4543620	16.0	287444	1.0	0.8	
471.07803	2981003	9.8	283058	0.6	0.5	
471.09325	5037200	17.9	274636	1.2	0.8	
471.09685	3557521	12.1	218462	1.0	0.6	
471.11438	3749015	12.9	290175	0.8	0.6	
471.13555	69629088	272.8	266942	19.8	11.7	
471.31154	8066265	29.9	267816	2.0	1.4	
472.13890	11748846	44.4	278072	3.1	2.0	
473.03613	4241178	14.8	314512	0.9	0.7	
473.07258	5707558	20.6	274121	1.3	1.0	
473.10893	6795059	24.9	271008	1.6	1.1	
473.13976	2540349	8.1	277332	0.6	0.4	
473.14540	3190591	10.7	289846	0.6	0.5	
473.29075	2649967	8.5	316133	0.5	0.4	
473.32724	3738492	12.8	276814	0.9	0.6	
475.05177	4047294	14.0	313887	0.8	0.7	
475.08817	7223754	26.6	275934	1.8	1.2	
475.12465	5196247	18.6	280388	1.2	0.9	
475.16091	3056099	10.1	265645	0.7	0.5	
477.06748	12504164	47.4	271925	3.3	2.1	
477.10383	8989808	33.5	276331	2.3	1.5	
477.14033	4908156	17.4	283444	1.1	0.8	
477.17671	3635336	12.4	267834	0.8	0.6	
478.07079	3894710	13.4	255419	1.0	0.7	
479.04684	3066622	10.2	306277	0.6	0.5	
479.06184	4482820	15.7	251523	1.2	0.8	
479.06887	4669190	16.5	296748	1.0	0.8	
479.08322	7925515	29.3	258146	2.1	1.3	
479.10178	2800401	9.1	293342	0.5	0.5	
479.11952	5848855	21.1	260104	1.5	1.0	
479.15589	5469987	19.6	278880	1.3	0.9	
481.06240	6965670	25.5	271588	1.8	1.2	
481.09876	9331122	34.9	265571	2.4	1.6	
481.11751	4573625	16.1	273186	1.1	0.8	
481.13513	4520383	15.9	284775	1.0	0.8	
481.14139	3382721	11.4	267515	0.8	0.6	
483.07809	24355918	94.1	268432	6.7	4.1	
483.09333	4520020	15.9	251718	1.1	0.8	
483.09651	4533333	15.9	255323	1.2	0.8	
483.11442	3974235	13.7	279862	0.9	0.7	
483.12967	3967072	13.7	263973	0.9	0.7	
483.15085	3118183	10.4	279835	0.7	0.5	
483.27516	5067922	18.1	290363	1.2	0.9	
484.08128	4720034	16.7	250334	1.3	0.8	
485.05716	3204844	10.7	272813	0.8	0.5	
485.07257	5510897	19.8	288911	1.3	0.9	
485.09363	3558136	12.1	270291	0.8	0.6	
485.10900	4343549	15.2	280053	1.1	0.7	
485.11227	3905278	13.5	249772	1.0	0.7	
485.13015	3662596	12.5	270053	0.8	0.6	
485.14533	3334921	11.2	244347	0.8	0.6	
485.15128	7452428	27.5	272656	1.9	1.3	
485.27901	8939318	33.3	270009	2.4	1.5	
485.29093	7808827	28.9	280721	1.9	1.3	
486.29432	2999438	9.9	273248	0.6	0.5	
487.05193	4489614	15.8	284847	1.0	0.8	
487.08824	6037914	21.9	288794	1.4	1.0	
487.12460	5015974	17.8	251812	1.3	0.8	
487.18213	16492986	63.1	263570	4.6	2.8	
487.30649	9546212	35.7	257279	2.6	1.6	
488.18543	3154701	10.5	256678	0.8	0.5	
488.30992	2831159	9.1	253522	0.6	0.5	
489.06756	4381751	15.1	279653	1.0	0.7	
489.10389	5598275	19.9	278025	1.4	0.9	
489.14021	3701839	12.5	305557	0.7	0.6	
489.32205	2616461	8.3	247078	0.6	0.4	
491.08317	6297312	22.6	262611	1.6	1.1	
491.11944	4804332	16.8	273641	1.2	0.8	
493.06234	3392891	11.3	280873	0.8	0.6	
493.07763	5869953	20.9	271264	1.5	1.0	
493.09879	5298568	18.7	268744	1.3	0.9	
493.13518	5542292	19.7	267066	1.4	0.9	
494.13874	2545382	8.0	229988	0.7	0.4	
495.07803	4228131	14.5	253196	1.1	0.7	
495.11441	5817391	20.7	258313	1.5	1.0	
495.15083	2887739	9.3	294614	0.6	0.5	
497.03618	4046517	13.8	280285	1.0	0.7	
497.09358	5138120	18.1	244169	1.4	0.9	
497.11227	3157711	10.4	237886	0.9	0.5	
497.13009	10393300	38.6	252169	3.0	1.7	
497.14517	3162842	10.4	267090	0.7	0.5	
497.29087	8865546	32.6	258019	2.5	1.5	
498.13324	2901029	9.4	265058	0.7	0.5	
498.29408	2890843	9.3	316660	0.6	0.5	
499.05179	2902361	9.4	278059	0.6	0.5	
499.08815	4219238	14.5	293078	1.0	0.7	
499.10935	3239277	10.7	277191	0.7	0.5	
499.12439	4084082	14.0	244464	1.1	0.7	
499.12801	9193843	33.9	248438	2.7	1.5	
499.16683	18258304	69.2	255832	5.6	3.1	
499.27006	4393379	15.2	264331	1.2	0.7	
499.30651	26532270	101.4	255146	8.3	4.5	
500.17015	3840720	13.0	273222	0.9	0.6	
500.30983	9173759	33.8	263057	2.5	1.5	
501.03097	3049456	9.9	284681	0.7	0.5	
501.06746	4232188	14.5	252559	1.1	0.7	
501.08855	4004867	13.7	260417	1.0	0.7	
501.10375	3865608	13.1	265542	1.0	0.6	
501.14014	3490836	11.7	284503	0.8	0.6	
501.14614	6429718	23.1	251504	1.8	1.1	
501.28571	3652677	12.3	276917	0.9	0.6	
501.32217	18799696	71.3	258013	5.6	3.2	
502.32548	6319520	22.7	252782	1.7	1.1	
503.04670	3024528	9.8	244151	0.9	0.5	
503.08303	5156509	18.1	253092	1.4	0.9	
503.11951	4388521	15.2	264815	1.2	0.7	
503.15573	2792117	8.9	273671	0.6	0.5	
503.16188	3767991	12.7	238995	1.0	0.6	
503.30148	4990693	17.5	284183	1.2	0.8	
503.33777	7155441	25.9	268678	1.9	1.2	
505.06237	7893295	28.8	255706	2.3	1.3	
505.09875	5413179	19.1	240264	1.7	0.9	
505.13517	4505927	15.6	263490	1.1	0.8	
505.17160	2863443	9.2	252614	0.7	0.5	
505.31701	2709891	8.6	302579	0.5	0.5	
507.07807	3384266	11.2	286572	0.7	0.6	
507.11446	3904470	13.3	271439	1.0	0.7	
507.15077	3655650	12.3	258732	0.9	0.6	
509.07253	5125724	18.0	284887	1.2	0.9	
509.09357	5215843	18.4	241695	1.5	0.9	
509.11221	2970217	9.6	257409	0.7	0.5	
509.13002	7050863	25.5	287152	1.8	1.2	
511.07309	4194540	14.4	246515	1.3	0.7	
511.09753	9910516	36.7	264647	2.8	1.7	
511.10943	4563192	15.8	252355	1.3	0.8	
511.14582	3482884	11.6	252292	0.8	0.6	
511.18174	2534672	7.9	293792	0.5	0.4	
512.10050	2587196	8.1	208359	0.8	0.4	
513.05223	8104818	29.3	259840	2.3	1.4	
513.06750	2840439	9.0	267312	0.7	0.5	
513.08863	5802878	20.4	255580	1.6	1.0	
513.10739	2552196	7.9	200965	0.8	0.4	
513.14015	2976655	9.5	208891	0.9	0.5	
513.14358	8489872	30.7	242578	2.8	1.4	
513.28586	6130622	21.7	262154	1.6	1.0	
515.08319	4926981	17.0	275430	1.3	0.8	
515.11949	3763729	12.5	249020	1.1	0.6	
515.15583	2654749	8.3	254523	0.7	0.4	
515.21344	7421487	26.6	259038	2.1	1.2	
515.26507	2928192	9.3	236223	0.8	0.5	
515.30145	19197516	71.9	250827	6.1	3.2	
516.21675	2763635	8.7	216742	0.9	0.5	
516.30473	6930320	24.7	271562	2.0	1.2	
517.06224	3307651	10.8	283231	0.7	0.6	
517.09864	4389007	15.0	273204	1.1	0.7	
517.13515	3652763	12.1	259221	1.0	0.6	
517.14103	5896349	20.8	244292	1.8	1.0	
517.28079	3130570	10.1	284133	0.7	0.5	
517.29738	2612431	8.1	246155	0.5	0.4	
517.30678	11071698	40.7	282083	3.2	1.9	
517.31708	315994336	1214.1	244489	100.0	53.1	
517.32746	10477785	38.4	276922	3.0	1.8	
518.32045	100839960	386.1	241963	34.2	16.9	
519.07816	4164361	14.1	283730	1.0	0.7	
519.11443	3689237	12.3	255576	1.0	0.6	
519.15067	3268384	10.6	277502	0.7	0.5	
519.15666	3408674	11.2	226392	1.0	0.6	
519.29633	3320655	10.8	269000	0.8	0.6	
519.32377	16114520	60.1	228238	5.5	2.7	
521.05715	2965887	9.5	238342	0.8	0.5	
521.09386	4011403	13.5	264622	1.0	0.7	
521.13021	3446166	11.3	297601	0.8	0.6	
521.20298	2621869	8.1	247564	0.7	0.4	
521.25780	5414335	18.9	263694	1.5	0.9	
523.07293	3905531	13.1	255803	1.1	0.7	
523.10923	4595719	15.7	249138	1.3	0.8	
523.14584	2512914	7.7	243795	0.7	0.4	
525.06760	3221100	10.4	266697	0.8	0.5	
525.08850	3486322	11.5	267359	0.8	0.6	
525.10393	2750071	8.6	273815	0.6	0.5	
525.12490	3719806	12.4	261509	1.0	0.6	
525.14063	3063427	9.8	220600	1.0	0.5	
527.08313	3554525	11.7	256032	0.9	0.6	
527.10432	2554084	7.9	271487	0.6	0.4	
527.15625	2745588	8.6	243183	0.8	0.5	
529.06239	2680638	8.4	269749	0.6	0.5	
529.09881	2661193	8.3	271056	0.6	0.4	
529.10458	2746187	8.6	240959	0.7	0.5	
529.13521	4280149	14.5	242468	1.3	0.7	
529.30520	3614600	12.0	282542	0.8	0.6	
531.07800	3989924	13.4	246499	1.2	0.7	
531.11442	3987887	13.4	257041	1.1	0.7	
531.15078	3519930	11.6	231858	1.1	0.6	
531.29635	7696870	27.7	249462	2.3	1.3	
532.29948	2676501	8.3	255531	0.7	0.4	
533.05732	2652153	8.2	294643	0.5	0.4	
533.09372	6939652	24.7	243469	2.3	1.2	
533.25777	2966581	9.5	288002	0.7	0.5	
533.31198	65422404	249.8	237519	22.3	11.0	
533.32300	2828361	8.9	278893	0.7	0.5	
534.31531	20571504	77.2	239832	7.2	3.5	
535.10938	3458653	11.3	279257	0.8	0.6	
535.14593	3130984	10.1	234483	0.8	0.5	
535.31868	3023515	9.7	242966	0.9	0.5	
537.06747	5916830	20.8	258173	1.7	1.0	
537.12491	3145903	10.1	187762	1.0	0.5	
539.10438	3810031	12.7	248482	1.1	0.6	
539.14060	7297786	26.1	242127	2.3	1.2	
540.14401	2594843	7.9	248048	0.7	0.4	
541.08347	5532969	19.1	243460	1.7	0.9	
541.09861	2894125	9.1	239475	0.9	0.5	
541.13515	2663735	8.2	244700	0.7	0.4	
541.17504	3865923	12.8	240232	1.2	0.6	
543.11434	3241833	10.4	276141	0.7	0.5	
545.09367	2962835	9.3	261367	0.7	0.5	
545.09944	3307925	10.6	232854	1.1	0.6	
545.13023	3058077	9.7	283985	0.7	0.5	
545.17221	2758057	8.5	200854	1.0	0.5	
547.10936	4051904	13.5	249826	1.1	0.7	
549.08882	3481052	11.3	267831	0.9	0.6	
549.12493	3602918	11.7	241200	1.1	0.6	
549.34330	5815841	20.2	257411	1.8	1.0	
551.10435	4564987	15.4	229372	1.5	0.8	
551.21336	5142552	17.6	242901	1.6	0.9	
555.07796	2741269	8.5	253851	0.7	0.5	
555.15062	2711592	8.4	197134	1.0	0.5	
557.09372	3597857	11.7	235858	1.1	0.6	
557.13004	2874922	9.0	299973	0.6	0.5	
557.15126	2809391	8.7	254408	0.7	0.5	
559.07280	3141661	10.0	252917	0.9	0.5	
559.10956	2675750	8.2	223432	0.8	0.4	
559.14574	2532399	7.7	238800	0.7	0.4	
559.32766	3901534	12.9	245197	1.1	0.7	
561.12512	2998822	9.4	263530	0.8	0.5	
563.14076	2568224	7.8	285000	0.6	0.4	
563.35888	2561111	7.8	211179	0.7	0.4	
565.08361	2653700	8.1	252492	0.8	0.4	
565.12025	2669069	8.2	215368	0.8	0.4	
567.09925	3682292	12.0	254032	1.1	0.6	
567.13562	2564093	7.8	269501	0.6	0.4	
569.09321	2962907	9.2	192352	1.1	0.5	
569.10277	3031517	9.4	208550	1.0	0.5	
569.11473	2804192	8.6	251079	0.7	0.5	
571.10932	2670530	8.1	245161	0.7	0.4	
571.18211	4172756	13.7	225939	1.3	0.7	
573.12486	3005861	9.3	208619	1.0	0.5	
573.13101	4445607	14.7	239688	1.4	0.7	
573.16131	2746798	8.4	237665	0.8	0.5	
575.14073	3149700	9.9	248738	0.9	0.5	
577.12011	2689367	8.1	218422	0.8	0.5	
581.04547	2750700	8.4	252726	0.8	0.5	
581.22390	3143957	9.8	228495	0.9	0.5	
589.04694	2837528	8.7	190502	1.1	0.5	
589.11985	2603049	7.8	224099	0.8	0.4	
589.19594	2735162	8.3	219075	0.9	0.5	
591.09926	2554345	7.6	248408	0.7	0.4	
595.09448	3411311	10.8	225661	1.1	0.6	
597.13425	4604729	15.3	219457	1.7	0.8	
597.27358	3202904	10.1	206274	1.2	0.5	
601.12881	2934456	9.0	213952	1.0	0.5	
603.17784	15296643	54.6	208771	6.7	2.6	
604.18121	4206947	13.6	208264	1.8	0.7	
605.19317	3103302	9.5	242483	1.0	0.5	
607.05770	4187111	13.5	231047	1.3	0.7	
615.28445	6152990	20.8	209807	2.5	1.0	
615.29380	5225248	17.4	194696	2.3	0.9	
631.20915	4551016	14.9	210068	1.8	0.8	
635.08909	3049727	9.3	206705	1.2	0.5	
667.36964	3397053	10.3	223400	1.3	0.6	
669.32780	4980721	16.0	183224	2.5	0.8	
675.08414	3004055	8.9	191452	1.3	0.5	
679.36974	9229235	31.4	185841	4.8	1.5	
680.37346	4539626	14.4	184183	2.2	0.8	
681.38582	4310566	13.2	176949	2.2	0.7	
687.33853	7957899	26.0	181601	4.3	1.3	
688.34214	2967248	8.5	226675	1.2	0.5	
695.36458	7940064	26.0	181542	4.3	1.3	
696.36823	3045681	8.8	188151	1.3	0.5	
697.38039	14224007	48.0	181083	8.7	2.4	
698.38364	7121884	23.1	186654	3.8	1.2	
703.11547	2634294	7.3	197346	1.1	0.4	
713.37542	2589794	7.1	186498	1.2	0.4	
735.21974	2820110	7.7	194759	1.3	0.5	
